NAME,WDPA_ID,WDPA_PID,STATUS,STATUS ID,country,region,COUNTRYID,AnyApe,Napes,PT,GG,GB,Ppa,PP,PA,GREATAPEID,scholar_5.13,area,status_yr,age,Query
Ferlo-Sud,2332,,Wildlife Reserve,2,SEN,Africa,19,0,0,0,0,0,0,0,0,2,0,6337,1972,41,"""Ferlo-Sud Wildlife Reserve"""
Gueumbeul,#N/A,,Wildlife Reserve,2,SEN,Africa,19,0,0,0,0,0,0,0,0,2,2,7,1986,27,"""Gueumbeul Wildlife Reserve"""
Ndiael,5178,,Wildlife Reserve,2,SEN,Africa,19,0,0,0,0,0,0,0,0,2,1,489,NA,NA,"""Ndiael Wildlife Reserve"""
Popenguine,#N/A,,Wildlife Reserve,2,SEN,Africa,19,0,0,0,0,0,0,0,0,2,0,10,1986,27,"""Popenguine Wildlife Reserve"""
Dindefello Special Faunal and,#N/A,,#NULL!,2,SEN,Africa,19,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Dindefello Nature Reserve"""
Gboi Hills,29990,,Forest Reserve,2,SLE,Africa,20,1,1,1,0,0,0,0,0,8,0,2,NA,NA,"""Gboi Hills Forest Reserve"""
Kangari Hills,5180,,Forest Reserve,2,SLE,Africa,20,1,1,1,0,0,0,0,0,8,4,86,1924,89,"""Kangari Hills Forest Reserve"""
Tama,7403,,Forest Reserve,2,SLE,Africa,20,1,1,1,0,0,0,0,0,8,10,170,1926,87,"""Tama Forest Reserve"""
Tingi Hills,#N/A,,Forest Reserve,2,SLE,Africa,20,1,1,1,0,0,0,0,0,8,2,NA,NA,NA,"""Tingi Hills Forest Reserve"""
Western Area,5179,,Forest Reserve,2,SLE,Africa,20,0,0,0,0,0,0,0,0,2,19,177,1916,97,"""Western Area Forest Reserve"""
Tiwai Island,10741,,Game Sanctuaries,2,SLE,Africa,20,0,0,0,0,0,0,0,0,2,0,12,1987,26,"""Tiwai Island Game Sanctuaries"""
Bumpe Mangrove Swamp,#N/A,,Game Sanctuary,2,SLE,Africa,20,0,0,0,0,0,0,0,0,2,1,49,NA,NA,"""Bumpe Mangrove Swamp Game Sanctuary"""
Kuru Hills,10733,,National Park,1,SLE,Africa,20,1,1,1,0,0,0,0,0,8,0,70,NA,NA,"""Kuru Hills National Park"""
Loma Mountains,8517,,National Park,1,SLE,Africa,20,1,1,1,0,0,0,0,0,8,1,332,NA,NA,"""Loma Mountains National Park"""
Outamba-Kilimi,7417,,National Park,1,SLE,Africa,20,1,1,1,0,0,0,0,0,8,55,808,1986,27,"""Outamba-Kilimi National Park"""
Bonthe Mangrove Swamp,#N/A,,Nature Reserve,2,SLE,Africa,20,0,0,0,0,0,0,0,0,2,1,999,NA,NA,"""Bonthe Mangrove Swamp Nature Reserve"""
Sulima Mangrove Swamp,#N/A,,Strict Nature Reserve,2,SLE,Africa,20,0,0,0,0,0,0,0,0,2,0,26,NA,NA,"""Sulima Mangrove Swamp Strict Nature Reserve"""
Yelibuya Island,#N/A,,Strict Nature Reserve,2,SLE,Africa,20,0,0,0,0,0,0,0,0,2,0,39,NA,NA,"""Yelibuya Island Strict Nature Reserve"""
Gebel Elba Area,#N/A,,Conservation Areas,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Gebel Elba Area Conservation Areas"""
Abroch,#N/A,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Abroch Game Reserve"""
Ashana,1373,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,5,900,1939,74,"""Ashana Game Reserve"""
Barizunga,#N/A,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Barizunga Game Reserve"""
Bengangai,1370,,Game Reserve,2,SDN,Africa,21,1,1,1,0,0,0,0,0,8,2,170,1939,74,"""Bengangai Game Reserve"""
Bire Kpatuos,#N/A,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,2,NA,NA,NA,"""Bire Kpatuos Game Reserve"""
Boro,10736,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,5,1500,NA,NA,"""Boro Game Reserve"""
Chelkou,10735,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,4,5500,1939,74,"""Chelkou Game Reserve"""
Ez Zeraf,1368,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,0,9700,1939,74,"""Ez Zeraf Game Reserve"""
Fanikang,#N/A,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Fanikang Game Reserve"""
Jebel Gurgei Massif,#N/A,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,0,100,NA,NA,"""Jebel Gurgei Massif Game Reserve"""
Juba,1374,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,1,200,1939,74,"""Juba Game Reserve"""
Kidepo,1369,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,13,1200,1975,38,"""Kidepo Game Reserve"""
Mashra,10738,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,1,4500,NA,NA,"""Mashra Game Reserve"""
Mbarizunga,1377,,Game Reserve,2,SDN,Africa,21,1,1,1,0,0,0,0,0,8,2,10,1939,74,"""Mbarizunga Game Reserve"""
Mongalla,1378,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,1,75,1939,74,"""Mongalla Game Reserve"""
Numatina,1367,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,4,2100,1939,74,"""Numatina Game Reserve"""
Rahad,#N/A,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,11,3500,NA,NA,"""Rahad Game Reserve"""
Red Sea Hills,#N/A,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Red Sea Hills Game Reserve"""
Sabaloka,18751,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,5,1160,1946,67,"""Sabaloka Game Reserve"""
Tokar,#N/A,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,6,6300,1939,74,"""Tokar Game Reserve"""
Wadi Howar,#N/A,,Game Reserve,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,0,100000,NA,NA,"""Wadi Howar Game Reserve"""
Mukawwar,#N/A,,Managed Nature Reser,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,0,300,NA,NA,"""Mukawwar Managed Nature Reser"""
Port Sudan,#N/A,,Marine National Park,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,3,1000,NA,NA,"""Port Sudan Marine National Park"""
Sanganeb,#N/A,,Marine National Park,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,9,12,1991,22,"""Sanganeb Marine National Park"""
Bandingilo,#N/A,,National Park,1,SDN,Africa,21,0,0,0,0,0,0,0,0,2,2,16500,1986,27,"""Bandingilo National Park"""
Boma,1371,,National Park,1,SDN,Africa,21,0,0,0,0,0,0,0,0,2,42,22800,1986,27,"""Boma National Park"""
Dinder,2336,,National Park,1,SDN,Africa,21,0,0,0,0,0,0,0,0,2,184,10000,1935,78,"""Dinder National Park"""
Jebel Hassania,317310,,National Park,1,SDN,Africa,21,0,0,0,0,0,0,0,0,2,1,10000,2003,10,"""Jebel Hassania National Park"""
Lantoto,10737,,National Park,1,SDN,Africa,21,1,1,1,0,0,0,0,0,8,9,760,NA,NA,"""Lantoto National Park"""
Nimule,904,,National Park,1,SDN,Africa,21,0,0,0,0,0,0,0,0,2,31,410,1954,59,"""Nimule National Park"""
Radom,5090,,National Park,1,SDN,Africa,21,0,0,0,0,0,0,0,0,2,22,12500,1980,33,"""Radom National Park"""
Shambe,1372,,National Park,1,SDN,Africa,21,0,0,0,0,0,0,0,0,2,4,620,1985,28,"""Shambe National Park"""
Suakin Archipelago,#N/A,,National Park,1,SDN,Africa,21,0,0,0,0,0,0,0,0,2,2,1500,NA,NA,"""Suakin Archipelago National Park"""
Imatong Mountains,14089,,Nature Conservation,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,1,1000,NA,NA,"""Imatong Mountains Nature Conservation"""
Jebel Elba,18757,,Nature Conservation,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,1,4800,NA,NA,"""Jebel Elba Nature Conservation"""
Jebel Marra massif,14090,,Nature Conservation,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,1,1500,NA,NA,"""Jebel Marra massif Nature Conservation"""
Lake Ambadi,18758,,Nature Conservation,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,1,1500,NA,NA,"""Lake Ambadi Nature Conservation"""
Lake No,18759,,Nature Conservation,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,1,1000,NA,NA,"""Lake No Nature Conservation"""
Erkawit,18752,,Wildlife Sanctuary,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,0,820,1939,74,"""Erkawit Wildlife Sanctuary"""
Erkawit Sinkat,18753,,Wildlife Sanctuary,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,0,120,1939,74,"""Erkawit Sinkat Wildlife Sanctuary"""
Khartoum,#N/A,,Wildlife Sanctuary,2,SDN,Africa,21,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Khartoum Wildlife Sanctuary"""
Buhuka,#N/A,,Controlled Hunting A,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,321,1994,19,"""Buhuka Controlled Hunting A"""
East Teso,#N/A,,Controlled Hunting A,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""East Teso Controlled Hunting A"""
Karamoja,#N/A,,Controlled Hunting A,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Karamoja Controlled Hunting A"""
Lipan,#N/A,,Controlled Hunting A,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Lipan Controlled Hunting A"""
North Karamoja,#N/A,,Controlled Hunting A,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""North Karamoja Controlled Hunting A"""
North Teso,#N/A,,Controlled Hunting A,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""North Teso Controlled Hunting A"""
Sebei,#N/A,,Controlled Hunting A,2,UGA,Africa,22,1,1,1,0,0,0,0,0,8,0,NA,NA,NA,"""Sebei Controlled Hunting A"""
South Karamoja,#N/A,,Controlled Hunting A,2,UGA,Africa,22,1,1,1,0,0,0,0,0,8,0,NA,NA,NA,"""South Karamoja Controlled Hunting A"""
West Madi,#N/A,,Controlled Hunting A,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""West Madi Controlled Hunting A"""
Mt Elgon Forest Park,#N/A,,Forest Parks,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,2005,8,"""Mt Elgon Forest Park Forest Parks"""
Budongo,#N/A,,Forest Reserve,2,UGA,Africa,22,1,1,1,0,0,0,0,0,8,1120,428,NA,NA,"""Budongo Forest Reserve"""
Bugoma,#N/A,,Forest Reserve,2,UGA,Africa,22,1,1,1,0,0,0,0,0,8,24,401,NA,NA,"""Bugoma Forest Reserve"""
Kalinzu,#N/A,,Forest Reserve,2,UGA,Africa,22,1,1,1,0,0,0,0,0,8,125,NA,NA,NA,"""Kalinzu Forest Reserve"""
Maramagambo,#N/A,,Forest Reserve,2,UGA,Africa,22,1,1,1,0,0,0,0,0,8,12,NA,NA,NA,"""Maramagambo Forest Reserve"""
Ajai,1445,,Game Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,4,148,1965,48,"""Ajai Game Reserve"""
Bokora Corridor,1436,,Game Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,1816,1967,46,"""Bokora Corridor Game Reserve"""
Bugungu,1438,,Game Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,16,473,1968,45,"""Bugungu Game Reserve"""
Igwe,#N/A,,Game Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Igwe Game Reserve"""
Karuma,1439,,Game Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,12,675,1964,49,"""Karuma Game Reserve"""
Katonga,1444,,Game Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,15,NA,NA,NA,"""Katonga Game Reserve"""
Kigezi,1443,,Game Reserve,2,UGA,Africa,22,1,1,1,0,0,0,0,0,8,57,265,1952,61,"""Kigezi Game Reserve"""
Kyambura,1446,,Game Reserve,2,UGA,Africa,22,1,1,1,0,0,0,0,0,8,54,154,1965,48,"""Kyambura Game Reserve"""
Lomunga,313112,,Game Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,1,184,NA,NA,"""Lomunga Game Reserve"""
Matheniko,1437,,Game Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,3,1757,1964,49,"""Matheniko Game Reserve"""
Pian Upe,1435,,Game Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,15,2304,1964,49,"""Pian Upe Game Reserve"""
Toro-Semliki,#N/A,,Game Reserve,2,UGA,Africa,22,1,1,1,0,0,0,0,0,8,1,542,1929,84,"""Toro-Semliki Game Reserve"""
Zoka,#N/A,,Game Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Zoka Game Reserve"""
Bwindi Impenetrable Forest,#N/A,,National Park,1,UGA,Africa,22,1,2,1,0,1,0,0,0,9,189,327,1991,22,"""Bwindi Impenetrable Forest National Park"""
Kibale,40002,,National Park,1,UGA,Africa,22,1,1,1,0,0,0,0,0,8,3370,766,NA,NA,"""Kibale National Park"""
Kidepo Valley,958,,National Park,1,UGA,Africa,22,0,0,0,0,0,0,0,0,2,228,1430,1962,51,"""Kidepo Valley National Park"""
Lake Mburo,1441,,National Park,1,UGA,Africa,22,0,0,0,0,0,0,0,0,2,615,370,1982,31,"""Lake Mburo National Park"""
Masindi,#N/A,,National Park,1,UGA,Africa,22,1,1,1,0,0,0,0,0,8,0,NA,NA,NA,"""Masindi National Park"""
Mgahinga Gorilla,313109,,National Park,1,UGA,Africa,22,1,1,0,0,1,0,0,0,3,345,38,1930,83,"""Mgahinga Gorilla National Park"""
Mount Elgon,760,,National Park,1,UGA,Africa,22,0,0,0,0,0,0,0,0,2,319,1110,1951,62,"""Mount Elgon National Park"""
Murchison Falls,956,,National Park,1,UGA,Africa,22,1,1,1,0,0,0,0,0,8,816,3877,1952,61,"""Murchison Falls National Park"""
Queen Elizabeth,#N/A,,National Park,1,UGA,Africa,22,1,1,1,0,0,0,0,0,8,1720,2056,1952,61,"""Queen Elizabeth National Park"""
Rwenzori Mountains,18438,,National Park,1,UGA,Africa,22,0,0,0,0,0,0,0,0,2,177,995,1991,22,"""Rwenzori Mountains National Park"""
Semliki,#N/A,,National Park,1,UGA,Africa,22,1,1,1,0,0,0,0,0,8,51,220,1993,20,"""Semliki National Park"""
Amudat,313096,,Nature Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,2053,2002,11,"""Amudat Nature Reserve"""
Iriri,313105,,Nature Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,1046,2002,11,"""Iriri Nature Reserve"""
Kabwoya,313110,,Nature Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,87,NA,NA,"""Kabwoya Nature Reserve"""
Kasagala,#N/A,,Nature Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Kasagala Nature Reserve"""
Kisanju,#N/A,,Nature Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Kisanju Nature Reserve"""
Maruzi Hills,#N/A,,Nature Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Maruzi Hills Nature Reserve"""
Ngogo,#N/A,,Nature Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,"""Ngogo Nature Reserve"""
North Mabira,#N/A,,Nature Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""North Mabira Nature Reserve"""
Ntendure Hill,#N/A,,Nature Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Ntendure Hill Nature Reserve"""
Nyakafunjo,#N/A,,Nature Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,6,NA,NA,NA,"""Nyakafunjo Nature Reserve"""
Rkungiri,#N/A,,Nature Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Rkungiri Nature Reserve"""
Waibira,#N/A,,Nature Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Waibira Nature Reserve"""
Wambabya,#N/A,,Nature Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Wambabya Nature Reserve"""
West Bugwe,#N/A,,Nature Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""West Bugwe Nature Reserve"""
Bigodi Wetland,#N/A,,Sanctuary,2,UGA,Africa,22,1,1,1,0,0,0,0,0,8,16,NA,NA,NA,"""Bigodi Wetland Sanctuary"""
East Madi,#N/A,,Wildlife Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,"""East Madi Wildlife Reserve"""
Kaiso Tonya,9186,,Wildlife Reserve,2,UGA,Africa,22,0,0,0,0,0,0,0,0,2,1,107,2002,11,"""Kaiso Tonya Wildlife Reserve"""
Menai Bay,#N/A,,Conservation Areas,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,2,NA,NA,NA,"""Menai Bay Conservation Areas"""
Misali Island,#N/A,,Conservation Areas,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,0,23,1998,15,"""Misali Island Conservation Areas"""
Mnemba,#N/A,,Conservation Areas,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Mnemba Conservation Areas"""
Ngorongoro,918,,Conservation Areas,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,13,8288,1959,54,"""Ngorongoro Conservation Areas"""
Kalambo River,301623,,Forest Reserve,2,TZA,Africa,23,1,1,1,0,0,0,0,0,8,0,475,1957,56,"""Kalambo River Forest Reserve"""
Luche,#N/A,,Forest Reserve,2,TZA,Africa,23,1,1,1,0,0,0,0,0,8,0,NA,NA,NA,"""Luche Forest Reserve"""
Lwazi River,#N/A,,Forest Reserve,2,TZA,Africa,23,1,1,1,0,0,0,0,0,8,0,NA,NA,NA,"""Lwazi River Forest Reserve"""
Miele,#N/A,,Forest Reserve,2,TZA,Africa,23,1,1,1,0,0,0,0,0,8,0,NA,NA,NA,"""Miele Forest Reserve"""
Mkuti,#N/A,,Forest Reserve,2,TZA,Africa,23,1,1,1,0,0,0,0,0,8,3,NA,NA,NA,"""Mkuti Forest Reserve"""
Mpanda State,#N/A,,Forest Reserve,2,TZA,Africa,23,1,1,1,0,0,0,0,0,8,0,4413,1955,58,"""Mpanda State Forest Reserve"""
Tongwe East,301525,,Forest Reserve,2,TZA,Africa,23,1,1,1,0,0,0,0,0,8,20,6697,NA,NA,"""Tongwe East Forest Reserve"""
Uvinza,301493,,Forest Reserve,2,TZA,Africa,23,1,1,1,0,0,0,0,0,8,1,166,1954,59,"""Uvinza Forest Reserve"""
Biharamulo,7432,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,9,1300,1959,54,"""Biharamulo Game Reserve"""
Burigi,7519,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,16,2200,1973,40,"""Burigi Game Reserve"""
Grumeti,31595,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,68,41189,1993,20,"""Grumeti Game Reserve"""
Ibanda,7884,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,6,200,1972,41,"""Ibanda Game Reserve"""
Ikorongo,32811,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,63,603,1993,20,"""Ikorongo Game Reserve"""
Kigosi,32810,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,9,7000,1983,30,"""Kigosi Game Reserve"""
Kijereshi,#N/A,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,5,NA,NA,NA,"""Kijereshi Game Reserve"""
Kizigo,7883,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,7,400,1972,41,"""Kizigo Game Reserve"""
Maswa,7437,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,148,2200,1969,44,"""Maswa Game Reserve"""
Mkomazi,1402,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,985,3245,1951,62,"""Mkomazi Game Reserve"""
Mkungunero,303330,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,16,NA,NA,NA,"""Mkungunero Game Reserve"""
Mount Meru,7886,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,3,3000,1951,62,"""Mount Meru Game Reserve"""
Moyowosi,7505,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,17,6000,1969,44,"""Moyowosi Game Reserve"""
Muhesi,#N/A,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,10,NA,NA,NA,"""Muhesi Game Reserve"""
Northern Kahama,303332,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,"""Northern Kahama Game Reserve"""
Pande,303333,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,27,NA,NA,NA,"""Pande Game Reserve"""
Rumanyika,7885,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,3,800,1965,48,"""Rumanyika Game Reserve"""
Rungwa,7438,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,51,9000,1951,62,"""Rungwa Game Reserve"""
Saanane Island,31594,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,7,1,1964,49,"""Saanane Island Game Reserve"""
Selous,1399,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,1500,44000,1905,108,"""Selous Game Reserve"""
Swaga Swaga,303334,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,3,NA,NA,NA,"""Swaga Swaga Game Reserve"""
Ugalla River,301519,,Game Reserve,2,TZA,Africa,23,1,1,1,0,0,0,0,0,8,14,3916,NA,NA,"""Ugalla River Game Reserve"""
Umba,7433,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,9,1500,1974,39,"""Umba Game Reserve"""
Usangu,303337,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,74,NA,NA,NA,"""Usangu Game Reserve"""
Uwanda,7502,,Game Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,10,5000,1959,54,"""Uwanda Game Reserve"""
Mafia Island,#N/A,,Marine Park,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,417,822,1995,18,"""Mafia Island Marine Park"""
Mnazi Bay-Ruvuma Estuary,#N/A,,Marine Park,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,103,650,2000,13,"""Mnazi Bay-Ruvuma Estuary Marine Park"""
Bongoyo Island,#N/A,,Marine Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,6,NA,NA,NA,"""Bongoyo Island Marine Reserve"""
Chole Bay,#N/A,,Marine Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,2,NA,NA,NA,"""Chole Bay Marine Reserve"""
Dar es Salaam,#N/A,,Marine Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,22,26,1975,38,"""Dar es Salaam Marine Reserve"""
Fungu Yasini,#N/A,,Marine Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,9,0,NA,NA,"""Fungu Yasini Marine Reserve"""
Maziwi Island,#N/A,,Marine Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,7,0,1981,32,"""Maziwi Island Marine Reserve"""
Mbudya,#N/A,,Marine Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,10,0,NA,NA,"""Mbudya Marine Reserve"""
Pangavini,#N/A,,Marine Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,8,0,NA,NA,"""Pangavini Marine Reserve"""
Tutia Island,#N/A,,Marine Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,2,NA,NA,NA,"""Tutia Island Marine Reserve"""
Arusha,925,,National Park,1,TZA,Africa,23,0,0,0,0,0,0,0,0,2,502,32840,1960,53,"""Arusha National Park"""
Gombe,926,,National Park,1,TZA,Africa,23,1,1,1,0,0,0,0,0,8,3290,52,1968,45,"""Gombe National Park"""
Katavi,921,,National Park,1,TZA,Africa,23,0,0,0,0,0,0,0,0,2,210,4471,1974,39,"""Katavi National Park"""
Kitulo Plateau,350003,,National Park,1,TZA,Africa,23,0,0,0,0,0,0,0,0,2,5,465,2005,8,"""Kitulo Plateau National Park"""
Lake Manyara,924,,National Park,1,TZA,Africa,23,0,0,0,0,0,0,0,0,2,865,649,1960,53,"""Lake Manyara National Park"""
Mahale Mountains,#N/A,,National Park,1,TZA,Africa,23,1,1,1,0,0,0,0,0,8,1060,1613,1980,33,"""Mahale Mountains National Park"""
Mikumi,919,,National Park,1,TZA,Africa,23,0,0,0,0,0,0,0,0,2,822,3230,1964,49,"""Mikumi National Park"""
Mount Kilimanjaro,#N/A,,National Park,1,TZA,Africa,23,0,0,0,0,0,0,0,0,2,43,1832,1973,40,"""Mount Kilimanjaro National Park"""
Ruaha,917,,National Park,1,TZA,Africa,23,0,0,0,0,0,0,0,0,2,810,20300,1964,49,"""Ruaha National Park"""
Rubondo Island,#N/A,,National Park,1,TZA,Africa,23,1,1,1,0,0,0,0,0,8,77,457,1977,36,"""Rubondo Island National Park"""
Saadani,7434,,National Park,1,TZA,Africa,23,0,0,0,0,0,0,0,0,2,127,1062,1969,44,"""Saadani National Park"""
Serengeti,916,,National Park,1,TZA,Africa,23,0,0,0,0,0,0,0,0,2,4880,14763,1951,62,"""Serengeti National Park"""
Tarangire,920,,National Park,1,TZA,Africa,23,0,0,0,0,0,0,0,0,2,688,2850,1970,43,"""Tarangire National Park"""
Udzungwa Mountains,19297,,National Park,1,TZA,Africa,23,0,0,0,0,0,0,0,0,2,229,1990,1992,21,"""Udzungwa Mountains National Park"""
Amani,127827,,Nature Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,334,84,1997,16,"""Amani Nature Reserve"""
Chumbe Island Coral Park,#N/A,,Nature Reserve,2,TZA,Africa,23,0,0,0,0,0,0,0,0,2,0,1,1991,22,"""Chumbe Island Coral Park Nature Reserve"""
